,start,end,duration
12964,1239428000,1239430000,2000
12965,1239430000,1239432000,2000
12966,1239432000,1239434000,2000
12967,1239434000,1239436000,2000
12968,1239436000,1239438000,2000
12969,1239438000,1239440000,2000
12970,1239440000,1239442000,2000
12971,1239442000,1239444000,2000
12972,1239444000,1239446000,2000
12973,1239446000,1239448000,2000
12974,1239448000,1239450000,2000
12975,1239450000,1239452000,2000
12976,1239452000,1239454000,2000
12977,1239454000,1239456000,2000
12978,1239456000,1239458000,2000
12979,1239458000,1239460000,2000
12980,1239460000,1239462000,2000
12981,1239462000,1239464000,2000
12982,1239464000,1239466000,2000
12983,1239466000,1239468000,2000
12984,1239468000,1239470000,2000
12985,1239470000,1239472000,2000
12986,1239472000,1239474000,2000
12987,1239474000,1239476000,2000
12988,1239476000,1239478000,2000
12989,1239478000,1239480000,2000
12990,1239480000,1239482000,2000
12991,1239482000,1239484000,2000
12992,1239484000,1239486000,2000
12993,1239486000,1239488000,2000
12994,1239488000,1239490000,2000
12995,1239490000,1239492000,2000
12996,1239492000,1239494000,2000
12997,1239494000,1239496000,2000
12998,1239496000,1239498000,2000
12999,1239498000,1239500000,2000
7984,1239500000,1239502000,2000
7985,1239502000,1239504000,2000
7986,1239504000,1239506000,2000
7987,1239506000,1239508000,2000
7988,1239508000,1239510000,2000
7989,1239510000,1239512000,2000
7990,1239512000,1239514000,2000
7991,1239514000,1239516000,2000
7992,1239516000,1239518000,2000
7993,1239518000,1239520000,2000
7994,1239520000,1239522000,2000
7995,1239522000,1239524000,2000
7996,1239524000,1239526000,2000
7997,1239526000,1239528000,2000
7998,1239528000,1239530000,2000
7999,1239530000,1239532000,2000
8000,1239532000,1239534000,2000
8001,1239534000,1239536000,2000
8002,1239536000,1239538000,2000
8003,1239538000,1239540000,2000
8004,1239540000,1239542000,2000
8005,1239542000,1239544000,2000
8006,1239544000,1239546000,2000
8007,1239546000,1239548000,2000
8008,1239548000,1239550000,2000
8009,1239550000,1239552000,2000
8010,1239552000,1239554000,2000
8011,1239554000,1239556000,2000
8012,1239556000,1239558000,2000
8013,1239558000,1239560000,2000
8014,1239560000,1239562000,2000
